course_id,course_title,category,prerequisite_ids,est_hours,course_organization,course_difficulty,course_rating
1307,Optimization Mathematics Specialization,Mathematics,[],12,deeplearning.ai,Beginner,4.3
1308,Theory of Computer Sci Bootcamp,Computer Sci,[1261],22,Amazon AWS,Intermediate,3.9
1309,Incident Response Cybersecurity Complete Guide,Cybersecurity,"[1252,1117]",30,Amazon AWS,Intermediate,4.6
1310,Agile Business Zero to Hero,Business,"[1308,1136,1011]",42,Google Cloud,Advanced,3.7
1311,Presentation Communication Essentials,Communication,[],14,CNCF,Beginner,4.5
1312,Design Thinking Design with Projects,Design,[],10,Princeton,Beginner,4.4
1313,SQL Database Essentials,Database,[1307],19,Princeton,Intermediate,3.6
1314,Flutter Mobile Dev Essentials,Mobile Dev,[1051],23,Yale,Intermediate,4.9
1315,Network Admin Networking Fundamentals,Networking,"[1027,1193]",45,MIT OpenCourse,Advanced,3.9
1316,Core Programming Crash Course,Programming,[],8,Meta,Beginner,4.8
1317,Big Data Data Science Fundamentals,Data Science,[],9,Google Cloud,Beginner,4.7
1318,Neural Networks AI with Projects,AI,[1142],22,IBM,Intermediate,4.7
1319,Next.js Web Dev Certification Prep,Web Dev,[1002],24,Yale,Intermediate,4.4
1320,GCP Cloud Certification Prep,Cloud,"[1243,1104,1023]",33,freeCodeCamp,Advanced,3.9
1321,DevOps DevOps Masterclass,DevOps,[],14,Harvard,Beginner,4.1
1322,Optimization Mathematics Complete Guide,Mathematics,[],10,Yale,Beginner,4.5
1323,OS Concepts Computer Sci Specialization,Computer Sci,"[1181,1246]",19,Amazon AWS,Intermediate,4
1324,Network Security Cybersecurity Professional,Cybersecurity,"[1252,1202]",16,Microsoft,Intermediate,4.5
1325,Agile Business Masterclass,Business,"[1063,1041,1272]",27,Atlassian,Advanced,3.8
1326,Business English Communication with Projects,Communication,[],15,Microsoft,Beginner,3.9
1327,Design Thinking Design Crash Course,Design,[],15,deeplearning.ai,Beginner,3.6
1328,Cassandra Database Professional,Database,"[1307,1022]",19,Docker Inc,Intermediate,4.2
1329,Cross-Platform Mobile Dev for Beginners,Mobile Dev,[1327],21,Udemy,Intermediate,4.5
1330,Wireless Networking Networking in Practice,Networking,"[1276,1087]",32,Google Cloud,Advanced,3.8
1331,Advanced Programming Deep Dive,Programming,[],12,CNCF,Beginner,4.7
1332,Applied Data Science Masterclass,Data Science,[],5,Udemy,Beginner,4.8
1333,Reinforcement AI Complete Guide,AI,[1077],19,MIT OpenCourse,Intermediate,4
1334,Angular Web Dev Fundamentals,Web Dev,[1071],26,Linux Foundation,Intermediate,4
1335,GCP Cloud Professional,Cloud,"[1073,1212]",48,Harvard,Advanced,4.7
1336,Kubernetes DevOps Fundamentals,DevOps,[],13,MIT OpenCourse,Beginner,4.4
1337,Number Theory Mathematics Zero to Hero,Mathematics,[],12,NPTEL,Beginner,3.9
1338,Algorithms Computer Sci Fundamentals,Computer Sci,"[1297,1227]",15,NPTEL,Intermediate,3.6
1339,Ethical Hacking Cybersecurity for Beginners,Cybersecurity,[1307],16,deeplearning.ai,Intermediate,3.9
1340,Leadership Business Fundamentals,Business,"[1317,1019,1179]",27,Microsoft,Advanced,4.2
1341,Academic Writing Communication for Beginners,Communication,[],7,Google Cloud,Beginner,4.2
1342,Figma Design Advanced,Design,[],14,Microsoft,Beginner,4.1
1343,NoSQL Database Advanced,Database,"[1036,1042]",30,Amazon AWS,Intermediate,4.8
1344,Flutter Mobile Dev Fundamentals,Mobile Dev,"[1326,1281]",28,Microsoft,Intermediate,3.8
1345,Wireless Networking Networking Bootcamp,Networking,"[1321,1304]",43,MIT OpenCourse,Advanced,3.8
1346,C++ and Programming Deep Dive,Programming,[],7,Princeton,Beginner,3.9
1347,Practical Data Science Crash Course,Data Science,[],7,NPTEL,Beginner,4.1
1348,NLP AI Fundamentals,AI,"[1287,1087]",19,Red Hat,Intermediate,3.9
1349,Node.js Web Dev Essentials,Web Dev,"[1232,1326]",30,Docker Inc,Intermediate,4.3
1350,Hybrid Cloud Cloud with Projects,Cloud,"[1233,1099,1323]",38,Stanford,Advanced,4.6
1351,DevOps DevOps Fundamentals,DevOps,[],14,Yale,Beginner,3.7
1352,Discrete Math Mathematics Masterclass,Mathematics,[],13,Cisco,Beginner,4.5
1353,Data Structures Computer Sci Bootcamp,Computer Sci,"[1197,1017]",17,Yale,Intermediate,4.5
1354,Ethical Hacking Cybersecurity Crash Course,Cybersecurity,"[1296,1187]",25,Harvard,Intermediate,5
1355,MBA Essentials Business Advanced,Business,"[1088,1144,1318]",39,Docker Inc,Advanced,3.8
1356,Technical Writing Communication in Practice,Communication,[],8,IBM,Beginner,4.9
1357,Graphic Design Design Advanced,Design,[],11,Harvard,Beginner,3.9
1358,Database Design Database Crash Course,Database,[1231],21,MIT OpenCourse,Intermediate,4.1
1359,Flutter Mobile Dev Advanced,Mobile Dev,"[1256,1111]",15,IIT Delhi,Intermediate,4.4
1360,Cisco CCNA Networking Professional,Networking,"[1059,1306]",33,Cisco,Advanced,3.5
1361,Core Programming Fundamentals,Programming,[],7,Meta,Beginner,4.7
1362,Exploratory Data Science Essentials,Data Science,[],9,CNCF,Beginner,4.6
1363,AI for AI Zero to Hero,AI,"[1067,1087]",24,CNCF,Intermediate,4.2
1364,React Web Dev Zero to Hero,Web Dev,"[1287,1232]",30,NPTEL,Intermediate,3.6
1365,Hybrid Cloud Cloud Fundamentals,Cloud,"[1156,1022,1234]",37,Khan Academy,Advanced,4.6
1366,Docker DevOps Complete Guide,DevOps,[],9,Khan Academy,Beginner,4.5
1367,Discrete Math Mathematics Professional,Mathematics,[],8,Oracle,Beginner,4.6
1368,System Design Computer Sci Complete Guide,Computer Sci,[1146],20,freeCodeCamp,Intermediate,4.8
1369,Cryptography Cybersecurity for Beginners,Cybersecurity,"[1357,1081]",20,Khan Academy,Intermediate,5
1370,Lean Business Professional,Business,"[1152,1103]",29,Cisco,Advanced,4.8
1371,Storytelling Communication for Beginners,Communication,[],13,freeCodeCamp,Beginner,4.6
1372,UI/UX Design Specialization,Design,[],5,Meta,Beginner,4.5
1373,NoSQL Database Complete Guide,Database,[1316],28,Cisco,Intermediate,3.8
1374,Flutter Mobile Dev Advanced,Mobile Dev,"[1276,1101]",26,MIT OpenCourse,Intermediate,4
1375,SDN Networking Bootcamp,Networking,"[1156,1146]",41,freeCodeCamp,Advanced,4.8
1376,Advanced Programming for Beginners,Programming,[],15,Udemy,Beginner,4.9
1377,Big Data Data Science in Practice,Data Science,[],12,IIT Delhi,Beginner,3.5
1378,Deep Learning AI Specialization,AI,[1222],20,Harvard,Intermediate,4.9
1379,Full-Stack Web Dev Masterclass,Web Dev,[1006],26,Infosys Springboard,Intermediate,3.7
1380,AWS Cloud Zero to Hero,Cloud,"[1017,1012]",29,Atlassian,Advanced,4.4
1381,Infrastructure DevOps Advanced,DevOps,[],13,Google Cloud,Beginner,4.8
1382,Linear Algebra Mathematics Crash Course,Mathematics,[],14,Khan Academy,Beginner,3.7
1383,System Design Computer Sci Zero to Hero,Computer Sci,"[1232,1022]",28,Linux Foundation,Intermediate,4.7
1384,Ethical Hacking Cybersecurity Deep Dive,Cybersecurity,"[1257,1112]",18,Atlassian,Intermediate,3.8
1385,Leadership Business for Beginners,Business,"[1363,1046]",33,NPTEL,Advanced,3.6
1386,English for Communication Complete Guide,Communication,[],14,MIT OpenCourse,Beginner,4.6
1387,Design Thinking Design Zero to Hero,Design,[],6,Docker Inc,Beginner,4
1388,MongoDB Database for Beginners,Database,[1037],17,Linux Foundation,Intermediate,3.6
1389,iOS Mobile Dev Advanced,Mobile Dev,[1086],19,Meta,Intermediate,3.7
1390,SDN Networking with Projects,Networking,"[1099,1304,1044]",25,IBM,Advanced,4.1
1391,C++ and Programming Professional,Programming,[],12,Infosys Springboard,Beginner,4.8
1392,Analytics Data Science with Projects,Data Science,[],12,IBM,Beginner,3.7
1393,AI for AI Masterclass,AI,"[1187,1321]",19,Khan Academy,Intermediate,4.2
1394,Next.js Web Dev Crash Course,Web Dev,"[1246,1346]",15,Stanford,Intermediate,4.7
1395,AWS Cloud Zero to Hero,Cloud,"[1301,1316]",28,Meta,Advanced,4.8
1396,Linux DevOps Specialization,DevOps,[],5,deeplearning.ai,Beginner,3.9
1397,Calculus Mathematics with Projects,Mathematics,[],14,Harvard,Beginner,5
1398,Algorithms Computer Sci Essentials,Computer Sci,"[1161,1267]",29,IIT Delhi,Intermediate,3.8
1399,Penetration Cybersecurity Bootcamp,Cybersecurity,[1042],30,Amazon AWS,Intermediate,4.6
1400,Leadership Business Deep Dive,Business,"[1201,1282,1392]",44,Microsoft,Advanced,4.7
1401,Academic Writing Communication Specialization,Communication,[],8,Khan Academy,Beginner,4
1402,Interaction Design with Projects,Design,[],7,MIT OpenCourse,Beginner,4.1
1403,Database Design Database Crash Course,Database,[1316],17,Harvard,Intermediate,3.8
1404,iOS Mobile Dev Crash Course,Mobile Dev,[1387],21,Yale,Intermediate,4.6
1405,Cisco CCNA Networking Professional,Networking,"[1268,1041]",28,Amazon AWS,Advanced,3.5
1406,Java Programming Bootcamp,Programming,[],13,NPTEL,Beginner,4.5
1407,Analytics Data Science Essentials,Data Science,[],12,Linux Foundation,Beginner,4.9
1408,Generative AI AI Fundamentals,AI,[1231],18,Red Hat,Intermediate,3.7
1409,React Web Dev Bootcamp,Web Dev,[1306],23,Microsoft,Intermediate,4.9
1410,AWS Cloud Essentials,Cloud,"[1191,1201,1377]",37,Coursera,Advanced,3.9
1411,Linux DevOps Crash Course,DevOps,[],9,MIT OpenCourse,Beginner,4.2
1412,Discrete Math Mathematics Certification Prep,Mathematics,[],7,NPTEL,Beginner,3.6
1413,Theory of Computer Sci with Projects,Computer Sci,"[1152,1101]",28,Khan Academy,Intermediate,4.9
1414,Security+ Cybersecurity Advanced,Cybersecurity,"[1291,1071]",17,Coursera,Intermediate,4.3
1415,Lean Business Certification Prep,Business,"[1217,1228,1034]",37,Amazon AWS,Advanced,4.9
1416,Presentation Communication in Practice,Communication,[],14,Stanford,Beginner,4
1417,UI/UX Design Bootcamp,Design,[],5,Red Hat,Beginner,3.9
1418,Database Design Database Specialization,Database,"[1412,1096]",18,Cisco,Intermediate,3.6
1419,Android Mobile Dev Crash Course,Mobile Dev,[1246],15,Udemy,Intermediate,4
1420,Wireless Networking Networking in Practice,Networking,"[1068,1038,1343]",38,Udemy,Advanced,4.7
1421,C++ and Programming Advanced,Programming,[],10,Udemy,Beginner,3.7
1422,Big Data Data Science Bootcamp,Data Science,[],12,Cisco,Beginner,4.7
1423,AI for AI Deep Dive,AI,"[1352,1191]",29,Linux Foundation,Intermediate,3.7
1424,Node.js Web Dev Certification Prep,Web Dev,[1187],21,Yale,Intermediate,4.1
1425,GCP Cloud for Beginners,Cloud,"[1071,1131,1324]",34,NPTEL,Advanced,4.3
1426,Linux DevOps Bootcamp,DevOps,[],12,Oracle,Beginner,4.5
1427,Discrete Math Mathematics Essentials,Mathematics,[],15,Khan Academy,Beginner,5
1428,Computer Networks Computer Sci Certification Prep,Computer Sci,"[1162,1396]",30,IBM,Intermediate,4.9
1429,Security+ Cybersecurity for Beginners,Cybersecurity,"[1122,1402]",19,Oracle,Intermediate,4.3
1430,Leadership Business Crash Course,Business,"[1063,1131,1023]",42,Atlassian,Advanced,4.5
1431,Presentation Communication Crash Course,Communication,[],8,Microsoft,Beginner,4.5
1432,UI/UX Design Masterclass,Design,[],8,CNCF,Beginner,4.8
1433,Cassandra Database Certification Prep,Database,[1106],15,IIT Delhi,Intermediate,3.5
1434,Flutter Mobile Dev Deep Dive,Mobile Dev,"[1226,1271]",29,deeplearning.ai,Intermediate,4.5
1435,Wireless Networking Networking for Beginners,Networking,"[1299,1199,1351]",29,Harvard,Advanced,4.4
1436,Mastering Programming Specialization,Programming,[],10,CNCF,Beginner,4.3
1437,Practical Data Science Zero to Hero,Data Science,[],10,Udemy,Beginner,3.8
1438,Generative AI AI for Beginners,AI,[1181],21,Atlassian,Intermediate,4.1
1439,Vue.js Web Dev for Beginners,Web Dev,"[1252,1061]",21,Udemy,Intermediate,3.7
1440,Azure Cloud Complete Guide,Cloud,"[1198,1219]",37,Meta,Advanced,3.6
1441,Docker DevOps Specialization,DevOps,[],6,deeplearning.ai,Beginner,4.7
1442,Probability Mathematics with Projects,Mathematics,[],11,Stanford,Beginner,3.9
1443,Theory of Computer Sci in Practice,Computer Sci,[1351],27,Coursera,Intermediate,4.5
1444,SOC Cybersecurity Crash Course,Cybersecurity,[1197],17,Red Hat,Intermediate,4
1445,Lean Business Specialization,Business,"[1089,1307,1072]",35,Linux Foundation,Advanced,4.6
1446,Business English Communication Advanced,Communication,[],6,Google Cloud,Beginner,4.5
1447,Graphic Design Design Fundamentals,Design,[],14,deeplearning.ai,Beginner,4
1448,Cassandra Database for Beginners,Database,"[1027,1291]",15,Yale,Intermediate,4.9
1449,Kotlin Mobile Dev Masterclass,Mobile Dev,[1362],25,deeplearning.ai,Intermediate,4.5
1450,Cisco CCNA Networking Zero to Hero,Networking,"[1366,1448]",33,Amazon AWS,Advanced,4.2
1451,Mastering Programming Deep Dive,Programming,[],6,Docker Inc,Beginner,4.6
1452,Exploratory Data Science for Beginners,Data Science,[],8,Khan Academy,Beginner,4
1453,Generative AI AI with Projects,AI,"[1232,1242]",20,NPTEL,Intermediate,3.6
1454,HTML/CSS Web Dev Zero to Hero,Web Dev,[1382],17,IBM,Intermediate,4.9
1455,AWS Cloud Fundamentals,Cloud,"[1341,1302,1127]",29,CNCF,Advanced,4.6
1456,Kubernetes DevOps in Practice,DevOps,[],7,deeplearning.ai,Beginner,4.7
1457,Discrete Math Mathematics Essentials,Mathematics,[],14,Stanford,Beginner,4.6
1458,Data Structures Computer Sci Crash Course,Computer Sci,[1171],17,Meta,Intermediate,3.6
1459,Incident Response Cybersecurity for Beginners,Cybersecurity,[1136],28,Microsoft,Intermediate,3.7
1460,Project Management Business Advanced,Business,"[1312,1256,1046]",37,MIT OpenCourse,Advanced,3.8
1461,Storytelling Communication Crash Course,Communication,[],6,CNCF,Beginner,3.6
1462,UI/UX Design Bootcamp,Design,[],15,Princeton,Beginner,4.8
1463,Redis Database in Practice,Database,[1207],27,Yale,Intermediate,4
1464,iOS Mobile Dev Masterclass,Mobile Dev,"[1451,1182]",29,Cisco,Intermediate,4.6
1465,Wireless Networking Networking Zero to Hero,Networking,"[1053,1042,1088]",43,Cisco,Advanced,4.6
1466,Intro to Programming Advanced,Programming,[],12,Oracle,Beginner,4.6
1467,Practical Data Science Professional,Data Science,[],14,Khan Academy,Beginner,4.6
1468,NLP AI Complete Guide,AI,[1086],21,MIT OpenCourse,Intermediate,4.7
1469,Next.js Web Dev with Projects,Web Dev,"[1382,1402]",18,Harvard,Intermediate,4.9
1470,Hybrid Cloud Cloud for Beginners,Cloud,"[1099,1142]",27,Linux Foundation,Advanced,4.7
1471,Site Reliability DevOps Masterclass,DevOps,[],9,deeplearning.ai,Beginner,3.6
1472,Optimization Mathematics Certification Prep,Mathematics,[],9,IBM,Beginner,4.2
1473,Data Structures Computer Sci Zero to Hero,Computer Sci,[1352],17,Yale,Intermediate,4.2
1474,Security+ Cybersecurity Professional,Cybersecurity,"[1272,1261]",27,Khan Academy,Intermediate,4.6
1475,Finance Business Bootcamp,Business,"[1032,1233,1377]",38,freeCodeCamp,Advanced,4.9
1476,Academic Writing Communication Crash Course,Communication,[],11,IBM,Beginner,4.8
1477,Interaction Design Specialization,Design,[],13,Red Hat,Beginner,4.5
1478,Redis Database Masterclass,Database,"[1197,1136]",17,Meta,Intermediate,4.7
1479,Flutter Mobile Dev with Projects,Mobile Dev,"[1047,1061]",15,Red Hat,Intermediate,4.2
1480,SDN Networking Essentials,Networking,"[1002,1406,1009]",41,Cisco,Advanced,4.9
1481,Core Programming Complete Guide,Programming,[],10,Princeton,Beginner,4.7
1482,Exploratory Data Science Masterclass,Data Science,[],12,Atlassian,Beginner,3.5
1483,NLP AI Fundamentals,AI,[1482],18,Harvard,Intermediate,3.7
1484,Next.js Web Dev Complete Guide,Web Dev,[1011],17,Infosys Springboard,Intermediate,4.8
1485,Cloud Cloud Fundamentals,Cloud,"[1131,1017]",37,Docker Inc,Advanced,4.9
1486,Linux DevOps Certification Prep,DevOps,[],15,Linux Foundation,Beginner,4.9
1487,Linear Algebra Mathematics Complete Guide,Mathematics,[],12,Red Hat,Beginner,3.7
1488,Computer Networks Computer Sci in Practice,Computer Sci,"[1026,1447]",27,Meta,Intermediate,3.8
1489,Ethical Hacking Cybersecurity Masterclass,Cybersecurity,"[1077,1451]",15,Khan Academy,Intermediate,4.8
1490,Agile Business Professional,Business,"[1124,1043]",35,Red Hat,Advanced,4.3
1491,Academic Writing Communication Masterclass,Communication,[],10,Stanford,Beginner,4.4
1492,UI/UX Design Professional,Design,[],7,Atlassian,Beginner,4.2
1493,PostgreSQL Database Zero to Hero,Database,[1436],20,Docker Inc,Intermediate,4.2
1494,Android Mobile Dev in Practice,Mobile Dev,[1132],30,IBM,Intermediate,4.2
1495,Network+ Networking Specialization,Networking,"[1318,1317,1013]",31,freeCodeCamp,Advanced,4.5
1496,Mastering Programming Zero to Hero,Programming,[],12,Red Hat,Beginner,4.3
1497,Applied Data Science for Beginners,Data Science,[],9,CNCF,Beginner,4.2
1498,Generative AI AI Bootcamp,AI,[1137],22,Red Hat,Intermediate,4.7
1499,Angular Web Dev with Projects,Web Dev,"[1176,1287]",30,CNCF,Intermediate,4
1500,AWS Cloud Advanced,Cloud,"[1486,1052]",28,NPTEL,Advanced,4.8
1501,Infrastructure DevOps Advanced,DevOps,[],15,Coursera,Beginner,4.2
1502,Discrete Math Mathematics Zero to Hero,Mathematics,[],14,Docker Inc,Beginner,4.6
1503,OS Concepts Computer Sci Deep Dive,Computer Sci,[1127],18,Yale,Intermediate,4.5
1504,Penetration Cybersecurity Fundamentals,Cybersecurity,[1392],24,freeCodeCamp,Intermediate,4.6
1505,Leadership Business Specialization,Business,"[1164,1471,1379]",44,deeplearning.ai,Advanced,4.5
1506,Public Speaking Communication with Projects,Communication,[],13,Stanford,Beginner,3.8
1507,Design Thinking Design Fundamentals,Design,[],7,IIT Delhi,Beginner,3.6
1508,Cassandra Database with Projects,Database,[1337],26,Khan Academy,Intermediate,4.2
1509,Android Mobile Dev for Beginners,Mobile Dev,"[1177,1346]",24,Khan Academy,Intermediate,4.6
1510,SDN Networking Essentials,Networking,"[1126,1378]",32,freeCodeCamp,Advanced,4.3
1511,Java Programming for Beginners,Programming,[],10,NPTEL,Beginner,4
1512,Big Data Data Science Complete Guide,Data Science,[],11,Cisco,Beginner,3.5
1513,AI for AI Zero to Hero,AI,[1451],29,Cisco,Intermediate,3.8
1514,Next.js Web Dev Specialization,Web Dev,"[1377,1122]",20,deeplearning.ai,Intermediate,3.7
1515,GCP Cloud Professional,Cloud,"[1249,1359]",50,Princeton,Advanced,4
1516,Site Reliability DevOps Certification Prep,DevOps,[],12,Docker Inc,Beginner,3.8
1517,Probability Mathematics with Projects,Mathematics,[],10,IIT Delhi,Beginner,5
1518,Theory of Computer Sci for Beginners,Computer Sci,"[1236,1131]",27,Oracle,Intermediate,4.1
1519,Security+ Cybersecurity Essentials,Cybersecurity,"[1431,1382]",23,Harvard,Intermediate,4.4
1520,Lean Business Essentials,Business,"[1507,1372]",34,Yale,Advanced,4.4
1521,Academic Writing Communication Crash Course,Communication,[],13,IIT Delhi,Beginner,4.9
1522,Product Design Design Advanced,Design,[],11,Docker Inc,Beginner,3.9
1523,SQL Database Bootcamp,Database,"[1167,1042]",28,IIT Delhi,Intermediate,5
1524,Cross-Platform Mobile Dev Crash Course,Mobile Dev,"[1292,1077]",21,Linux Foundation,Intermediate,4
1525,TCP/IP Networking Masterclass,Networking,"[1114,1027]",25,Google Cloud,Advanced,3.7
1526,Java Programming Professional,Programming,[],10,IBM,Beginner,4
1527,Statistical Data Science Fundamentals,Data Science,[],5,Linux Foundation,Beginner,4.9
1528,Deep Learning AI Essentials,AI,[1402],25,deeplearning.ai,Intermediate,4.7
1529,HTML/CSS Web Dev for Beginners,Web Dev,[1082],26,Harvard,Intermediate,3.6
1530,Hybrid Cloud Cloud Complete Guide,Cloud,"[1508,1278]",29,IBM,Advanced,4.9
1531,Linux DevOps Deep Dive,DevOps,[],8,Meta,Beginner,4.8
1532,Optimization Mathematics Zero to Hero,Mathematics,[],14,Linux Foundation,Beginner,3.7
1533,Computer Networks Computer Sci Masterclass,Computer Sci,[1221],27,deeplearning.ai,Intermediate,3.5
1534,SOC Cybersecurity Certification Prep,Cybersecurity,"[1322,1482]",20,deeplearning.ai,Intermediate,4.1
1535,Project Management Business in Practice,Business,"[1518,1483]",40,Cisco,Advanced,4
1536,Presentation Communication Crash Course,Communication,[],5,Google Cloud,Beginner,3.7
1537,UI/UX Design Essentials,Design,[],8,Harvard,Beginner,4.4
1538,Redis Database with Projects,Database,[1137],29,Atlassian,Intermediate,4.2
1539,Flutter Mobile Dev Complete Guide,Mobile Dev,"[1297,1052]",24,Meta,Intermediate,4.9
1540,OSI Model Networking Bootcamp,Networking,"[1354,1178]",43,MIT OpenCourse,Advanced,3.8
1541,Intro to Programming with Projects,Programming,[],13,Linux Foundation,Beginner,4.5
1542,Statistical Data Science Deep Dive,Data Science,[],10,IIT Delhi,Beginner,3.8
1543,Reinforcement AI Fundamentals,AI,"[1096,1131]",30,Meta,Intermediate,5
1544,Angular Web Dev with Projects,Web Dev,[1272],23,Harvard,Intermediate,3.7
1545,Cloud Cloud Certification Prep,Cloud,"[1454,1066,1247]",26,Stanford,Advanced,3.5
1546,Site Reliability DevOps Zero to Hero,DevOps,[],5,MIT OpenCourse,Beginner,4
1547,Discrete Math Mathematics Crash Course,Mathematics,[],10,Oracle,Beginner,3.8
1548,Theory of Computer Sci Essentials,Computer Sci,"[1171,1367]",20,Khan Academy,Intermediate,4.1
1549,Cryptography Cybersecurity in Practice,Cybersecurity,[1296],19,Coursera,Intermediate,3.6
1550,Project Management Business Deep Dive,Business,"[1139,1186,1469]",46,Microsoft,Advanced,3.8
1551,Technical Writing Communication Masterclass,Communication,[],14,Meta,Beginner,5
1552,Product Design Design Deep Dive,Design,[],14,Yale,Beginner,4.6
1553,Cassandra Database Certification Prep,Database,[1381],24,Red Hat,Intermediate,4.4
1554,Kotlin Mobile Dev for Beginners,Mobile Dev,[1211],24,Infosys Springboard,Intermediate,4.7
1555,Wireless Networking Networking in Practice,Networking,"[1522,1177]",50,Meta,Advanced,4.4
1556,Core Programming in Practice,Programming,[],13,Harvard,Beginner,4.3
1557,Practical Data Science Complete Guide,Data Science,[],12,IBM,Beginner,4
1558,Deep Learning AI Professional,AI,"[1501,1517]",15,Stanford,Intermediate,3.5
1559,Angular Web Dev Deep Dive,Web Dev,"[1042,1121]",20,freeCodeCamp,Intermediate,3.7
1560,Cloud Cloud Professional,Cloud,"[1501,1416,1321]",44,CNCF,Advanced,4.7
1561,Linux DevOps Crash Course,DevOps,[],15,IBM,Beginner,4.7
1562,Discrete Math Mathematics Deep Dive,Mathematics,[],14,Meta,Beginner,4.4
1563,Theory of Computer Sci with Projects,Computer Sci,[1231],27,Harvard,Intermediate,3.9
1564,SOC Cybersecurity Deep Dive,Cybersecurity,"[1332,1532]",27,Linux Foundation,Intermediate,4.1
1565,Business Analytics Business Certification Prep,Business,"[1057,1168,1518]",42,Oracle,Advanced,4.5
1566,Presentation Communication Deep Dive,Communication,[],14,Harvard,Beginner,4.3
1567,Prototyping Design Fundamentals,Design,[],15,Microsoft,Beginner,3.7
1568,NoSQL Database for Beginners,Database,[1061],17,Docker Inc,Intermediate,3.6
1569,iOS Mobile Dev Fundamentals,Mobile Dev,"[1116,1232]",24,freeCodeCamp,Intermediate,4.5
1570,SDN Networking Essentials,Networking,"[1478,1033,1259]",42,Cisco,Advanced,4.2
1571,C++ and Programming Masterclass,Programming,[],5,Amazon AWS,Beginner,3.8
1572,Big Data Data Science Essentials,Data Science,[],12,Yale,Beginner,4.7
1573,Reinforcement AI Complete Guide,AI,"[1046,1071]",26,deeplearning.ai,Intermediate,4.7
1574,Node.js Web Dev with Projects,Web Dev,"[1196,1322]",22,Udemy,Intermediate,4.1
1575,Serverless Cloud Fundamentals,Cloud,"[1406,1378]",43,IIT Delhi,Advanced,4
1576,Linux DevOps Advanced,DevOps,[],12,deeplearning.ai,Beginner,4.5
1577,Probability Mathematics Deep Dive,Mathematics,[],8,Khan Academy,Beginner,4.4
1578,Algorithms Computer Sci Certification Prep,Computer Sci,"[1387,1166]",28,freeCodeCamp,Intermediate,4.9
1579,Ethical Hacking Cybersecurity Bootcamp,Cybersecurity,[1002],28,Udemy,Intermediate,3.9
1580,Lean Business Professional,Business,"[1314,1537,1071]",45,IBM,Advanced,3.5
1581,Presentation Communication Bootcamp,Communication,[],13,Docker Inc,Beginner,3.7
1582,Interaction Design Deep Dive,Design,[],11,Infosys Springboard,Beginner,4.3
1583,Database Design Database Advanced,Database,"[1352,1006]",26,Harvard,Intermediate,4.4
1584,Swift Mobile Dev for Beginners,Mobile Dev,"[1557,1427]",23,Oracle,Intermediate,3.8
1585,OSI Model Networking Complete Guide,Networking,"[1194,1456]",26,NPTEL,Advanced,4.8
1586,Java Programming Masterclass,Programming,[],8,MIT OpenCourse,Beginner,4.9
1587,Exploratory Data Science Crash Course,Data Science,[],11,Docker Inc,Beginner,3.6
1588,Deep Learning AI for Beginners,AI,"[1021,1542]",20,Docker Inc,Intermediate,4.3
1589,React Web Dev Bootcamp,Web Dev,"[1331,1497]",28,Stanford,Intermediate,4.7
1590,Cloud Cloud Specialization,Cloud,"[1442,1426]",39,Meta,Advanced,4.1
1591,CI/CD DevOps Essentials,DevOps,[],15,Meta,Beginner,3.6
1592,Statistics Mathematics Crash Course,Mathematics,[],5,Amazon AWS,Beginner,3.8
1593,Theory of Computer Sci Masterclass,Computer Sci,[1426],22,deeplearning.ai,Intermediate,3.7
1594,SOC Cybersecurity Deep Dive,Cybersecurity,[1156],20,Yale,Intermediate,4.7
1595,MBA Essentials Business Professional,Business,"[1228,1339,1069]",30,Red Hat,Advanced,4.3
1596,English for Communication Fundamentals,Communication,[],13,freeCodeCamp,Beginner,5
1597,Graphic Design Design Fundamentals,Design,[],9,CNCF,Beginner,4.8
1598,Cassandra Database Deep Dive,Database,"[1367,1597]",20,Udemy,Intermediate,3.6
1599,React Native Mobile Dev Fundamentals,Mobile Dev,"[1341,1456]",26,Yale,Intermediate,4.1
1600,Network+ Networking Specialization,Networking,"[1172,1217]",46,Oracle,Advanced,4.9
1601,Advanced Programming with Projects,Programming,[],9,CNCF,Beginner,4.2
1602,Big Data Data Science Masterclass,Data Science,[],7,NPTEL,Beginner,4.8
1603,NLP AI for Beginners,AI,[1091],30,Meta,Intermediate,3.9
1604,Node.js Web Dev in Practice,Web Dev,"[1256,1432]",26,NPTEL,Intermediate,4.9
1605,Hybrid Cloud Cloud Bootcamp,Cloud,"[1343,1143]",44,Harvard,Advanced,4.7
1606,CI/CD DevOps Crash Course,DevOps,[],7,IBM,Beginner,4.9
1607,Number Theory Mathematics in Practice,Mathematics,[],13,Google Cloud,Beginner,3.8
1608,Compilers Computer Sci for Beginners,Computer Sci,"[1547,1131]",30,Google Cloud,Intermediate,3.6
1609,Network Security Cybersecurity Crash Course,Cybersecurity,[1217],15,Coursera,Intermediate,4.8
1610,Project Management Business Certification Prep,Business,"[1518,1187]",50,Cisco,Advanced,3.7
1611,Technical Writing Communication Zero to Hero,Communication,[],5,Coursera,Beginner,4.4
1612,Product Design Design Specialization,Design,[],7,Microsoft,Beginner,4.7
1613,Cassandra Database Complete Guide,Database,"[1242,1357]",30,Khan Academy,Intermediate,4.2
